gene	appris_tag	isoname
KIAA0319L	appris_principal__1	KIAA0319L-201
NCDN	appris_principal__3	NCDN-201
NCDN	appris_principal__3	NCDN-202
TFAP2E	appris_principal__1	TFAP2E-201
PSMB2	appris_principal__1	PSMB2-201
C1orf216	appris_principal__1	C1orf216-201
CLSPN	appris_principal__3	CLSPN-202
AGO4	appris_principal__1	AGO4-201
AGO1	appris_principal__1	AGO1-204
AGO1	appris_principal__1	AGO1-201
AGO3	appris_principal__1	AGO3-203
TEKT2	appris_principal__1	TEKT2-201
ADPRS	appris_principal__1	ADPRS-201
COL8A2	appris_principal__3	COL8A2-202
COL8A2	appris_principal__3	COL8A2-201
TRAPPC3	appris_principal__1	TRAPPC3-204
MAP7D1	appris_principal__3	MAP7D1-204
THRAP3	appris_principal__2	THRAP3-203
THRAP3	appris_principal__2	THRAP3-201
SH3D21	appris_principal__1	SH3D21-202
EVA1B	appris_principal__1	EVA1B-201
STK40	appris_principal__1	STK40-202
STK40	appris_principal__1	STK40-204
LSM10	appris_principal__1	LSM10-201
OSCP1	appris_principal__1	OSCP1-201
MRPS15	appris_principal__1	MRPS15-201
CSF3R	appris_principal__4	CSF3R-203
GRIK3	appris_principal__1	GRIK3-201
ZC3H12A	appris_principal__1	ZC3H12A-201
MEAF6	appris_principal__3	MEAF6-204
SNIP1	appris_principal__1	SNIP1-201
DNALI1	appris_principal__2	DNALI1-201
GNL2	appris_principal__1	GNL2-201
RSPO1	appris_principal__1	RSPO1-201
RSPO1	appris_principal__1	RSPO1-202
C1orf109	appris_principal__1	C1orf109-201
C1orf109	appris_principal__1	C1orf109-203
CDCA8	appris_principal__1	CDCA8-201
CDCA8	appris_principal__1	CDCA8-202
EPHA10	appris_principal__1	EPHA10-202
MANEAL	appris_principal__1	MANEAL-202
YRDC	appris_principal__1	YRDC-201
C1orf122	appris_principal__1	C1orf122-201
MTF1	appris_principal__1	MTF1-201
INPP5B	appris_principal__2	INPP5B-203
SF3A3	appris_principal__1	SF3A3-201
FHL3	appris_principal__1	FHL3-201
UTP11	appris_principal__1	UTP11-201
POU3F1	appris_principal__1	POU3F1-201
RRAGC	appris_principal__1	RRAGC-201
MYCBP	appris_principal__1	MYCBP-201
AL139260.3	appris_principal__1	AL139260.3-204
GJA9	appris_principal__1	GJA9-201
GJA9	appris_principal__1	GJA9-202
RHBDL2	appris_principal__1	RHBDL2-202
RHBDL2	appris_principal__1	RHBDL2-201
AKIRIN1	appris_principal__1	AKIRIN1-202
NDUFS5	appris_principal__1	NDUFS5-201
NDUFS5	appris_principal__1	NDUFS5-202
MACF1	appris_principal__5	MACF1-232
BMP8A	appris_principal__1	BMP8A-201
PABPC4	appris_principal__3	PABPC4-202
HEYL	appris_principal__1	HEYL-201
NT5C1A	appris_principal__1	NT5C1A-201
HPCAL4	appris_principal__1	HPCAL4-201
HPCAL4	appris_principal__1	HPCAL4-203
PPIE	appris_principal__1	PPIE-201
BMP8B	appris_principal__1	BMP8B-201
OXCT2	appris_principal__1	OXCT2-201
TRIT1	appris_principal__1	TRIT1-201
MYCL	appris_principal__3	MYCL-202
MFSD2A	appris_principal__1	MFSD2A-202
CAP1	appris_principal__3	CAP1-203
CAP1	appris_principal__3	CAP1-202
CAP1	appris_principal__3	CAP1-206
PPT1	appris_principal__1	PPT1-219
RLF	appris_principal__1	RLF-201
TMCO2	appris_principal__1	TMCO2-201
ZMPSTE24	appris_principal__1	ZMPSTE24-201
COL9A2	appris_principal__1	COL9A2-202
SMAP2	appris_principal__1	SMAP2-202
ZFP69B	appris_principal__1	ZFP69B-202
ZFP69B	appris_principal__1	ZFP69B-201
ZFP69	appris_principal__1	ZFP69-202
ZFP69	appris_principal__1	ZFP69-201
EXO5	appris_principal__1	EXO5-202
EXO5	appris_principal__1	EXO5-203
EXO5	appris_principal__1	EXO5-201
ZNF684	appris_principal__1	ZNF684-207
ZNF684	appris_principal__1	ZNF684-203
RIMS3	appris_principal__1	RIMS3-202
RIMS3	appris_principal__1	RIMS3-201
NFYC	appris_principal__3	NFYC-213
NFYC	appris_principal__3	NFYC-205
NFYC	appris_principal__3	NFYC-202
NFYC	appris_principal__3	NFYC-212
KCNQ4	appris_principal__2	KCNQ4-201
CITED4	appris_principal__1	CITED4-201
CTPS1	appris_principal__1	CTPS1-217
CTPS1	appris_principal__1	CTPS1-214
CTPS1	appris_principal__1	CTPS1-201
SLFNL1	appris_principal__3	SLFNL1-201
SLFNL1	appris_principal__3	SLFNL1-205
SLFNL1	appris_principal__3	SLFNL1-202
SCMH1	appris_principal__3	SCMH1-209
SCMH1	appris_principal__3	SCMH1-201
FOXO6	appris_principal__1	FOXO6-202
EDN2	appris_principal__1	EDN2-201
HIVEP3	appris_principal__3	HIVEP3-201
AC119676.1	appris_principal__1	AC119676.1-201
GUCA2B	appris_principal__1	GUCA2B-201
GUCA2A	appris_principal__1	GUCA2A-201
FOXJ3	appris_principal__1	FOXJ3-204
FOXJ3	appris_principal__1	FOXJ3-205
FOXJ3	appris_principal__1	FOXJ3-209
FOXJ3	appris_principal__1	FOXJ3-201
RIMKLA	appris_principal__1	RIMKLA-202
ZMYND12	appris_principal__1	ZMYND12-201
PPCS	appris_principal__1	PPCS-203
CCDC30	appris_principal__2	CCDC30-203
CCDC30	appris_principal__2	CCDC30-202
PPIH	appris_principal__1	PPIH-201
YBX1	appris_principal__1	YBX1-201
CLDN19	appris_principal__1	CLDN19-201
P3H1	appris_principal__1	P3H1-202
C1orf50	appris_principal__1	C1orf50-201
AC098484.3	appris_principal__5	AC098484.3-203
TMEM269	appris_principal__5	TMEM269-202
SVBP	appris_principal__1	SVBP-202
SVBP	appris_principal__1	SVBP-201
ERMAP	appris_principal__1	ERMAP-203
ERMAP	appris_principal__1	ERMAP-202
ZNF691	appris_principal__3	ZNF691-206
ZNF691	appris_principal__3	ZNF691-205
ZNF691	appris_principal__3	ZNF691-204
SLC2A1	appris_principal__1	SLC2A1-203
FAM183A	appris_principal__1	FAM183A-201
EBNA1BP2	appris_principal__3	EBNA1BP2-201
CFAP57	appris_principal__2	CFAP57-208
TMEM125	appris_principal__1	TMEM125-202
TMEM125	appris_principal__1	TMEM125-201
C1orf210	appris_principal__1	C1orf210-202
C1orf210	appris_principal__1	C1orf210-201
TIE1	appris_principal__1	TIE1-201
MPL	appris_principal__2	MPL-201
CDC20	appris_principal__1	CDC20-201
CDC20	appris_principal__1	CDC20-202
ELOVL1	appris_principal__1	ELOVL1-216
ELOVL1	appris_principal__1	ELOVL1-201
MED8	appris_principal__1	MED8-203
SZT2	appris_principal__2	SZT2-209
HYI	appris_principal__1	HYI-201
PTPRF	appris_principal__4	PTPRF-201
KDM4A	appris_principal__1	KDM4A-201
AL451062.3	appris_principal__1	AL451062.3-201
ST3GAL3	appris_principal__4	ST3GAL3-205
ST3GAL3	appris_principal__4	ST3GAL3-278
ST3GAL3	appris_principal__4	ST3GAL3-253
ARTN	appris_principal__4	ARTN-203
ARTN	appris_principal__4	ARTN-211
IPO13	appris_principal__1	IPO13-202
DPH2	appris_principal__1	DPH2-201
ATP6V0B	appris_principal__1	ATP6V0B-205
B4GALT2	appris_principal__1	B4GALT2-203
B4GALT2	appris_principal__1	B4GALT2-202
CCDC24	appris_principal__1	CCDC24-201
SLC6A9	appris_principal__3	SLC6A9-205
SLC6A9	appris_principal__3	SLC6A9-212
KLF17	appris_principal__1	KLF17-201
KLF18	appris_principal__1	KLF18-201
DMAP1	appris_principal__1	DMAP1-202
DMAP1	appris_principal__1	DMAP1-203
DMAP1	appris_principal__1	DMAP1-201
ERI3	appris_principal__1	ERI3-201
RNF220	appris_principal__1	RNF220-202
RNF220	appris_principal__1	RNF220-203
RNF220	appris_principal__1	RNF220-204
TMEM53	appris_principal__1	TMEM53-202
ARMH1	appris_principal__2	ARMH1-218
ARMH1	appris_principal__2	ARMH1-219
KIF2C	appris_principal__1	KIF2C-202
RPS8	appris_principal__1	RPS8-202
BEST4	appris_principal__1	BEST4-201
PLK3	appris_principal__1	PLK3-201
TCTEX1D4	appris_principal__1	TCTEX1D4-201
TCTEX1D4	appris_principal__1	TCTEX1D4-202
BTBD19	appris_principal__1	BTBD19-203
PTCH2	appris_principal__3	PTCH2-201
EIF2B3	appris_principal__1	EIF2B3-201
HECTD3	appris_principal__1	HECTD3-202
UROD	appris_principal__1	UROD-201
ZSWIM5	appris_principal__1	ZSWIM5-201
HPDL	appris_principal__1	HPDL-201
MUTYH	appris_principal__3	MUTYH-203
MUTYH	appris_principal__3	MUTYH-245
AL451136.1	appris_principal__1	AL451136.1-201
TOE1	appris_principal__1	TOE1-201
TESK2	appris_principal__1	TESK2-202
CCDC163	appris_principal__2	CCDC163-203
MMACHC	appris_principal__1	MMACHC-201
PRDX1	appris_principal__1	PRDX1-201
PRDX1	appris_principal__1	PRDX1-202
AKR1A1	appris_principal__1	AKR1A1-202
AKR1A1	appris_principal__1	AKR1A1-214
AKR1A1	appris_principal__1	AKR1A1-201
NASP	appris_principal__1	NASP-202
CCDC17	appris_principal__3	CCDC17-209
GPBP1L1	appris_principal__1	GPBP1L1-202
GPBP1L1	appris_principal__1	GPBP1L1-201
TMEM69	appris_principal__1	TMEM69-201
IPP	appris_principal__1	IPP-202
MAST2	appris_principal__2	MAST2-201
PIK3R3	appris_principal__1	PIK3R3-201
PIK3R3	appris_principal__1	PIK3R3-202
PIK3R3	appris_principal__1	PIK3R3-203
P3R3URF-PIK3R3	appris_principal__1	P3R3URF-PIK3R3-201
TSPAN1	appris_principal__1	TSPAN1-201
P3R3URF	appris_principal__1	P3R3URF-201
POMGNT1	appris_principal__1	POMGNT1-201
LURAP1	appris_principal__1	LURAP1-201
RAD54L	appris_principal__1	RAD54L-202
RAD54L	appris_principal__1	RAD54L-221
RAD54L	appris_principal__1	RAD54L-201
LRRC41	appris_principal__1	LRRC41-207
LRRC41	appris_principal__1	LRRC41-201
UQCRH	appris_principal__1	UQCRH-201
NSUN4	appris_principal__1	NSUN4-204
FAAH	appris_principal__1	FAAH-201
DMBX1	appris_principal__1	DMBX1-201
TMEM275	appris_principal__1	TMEM275-201
KNCN	appris_principal__1	KNCN-203
MKNK1	appris_principal__1	MKNK1-203
MOB3C	appris_principal__1	MOB3C-202
MOB3C	appris_principal__1	MOB3C-203
ATPAF1	appris_principal__3	ATPAF1-214
ATPAF1	appris_principal__3	ATPAF1-202
TEX38	appris_principal__1	TEX38-201
EFCAB14	appris_principal__2	EFCAB14-201
EFCAB14	appris_principal__2	EFCAB14-207
CYP4B1	appris_principal__3	CYP4B1-201
CYP4A11	appris_principal__2	CYP4A11-201
CYP4X1	appris_principal__1	CYP4X1-201
CYP4Z1	appris_principal__1	CYP4Z1-201
CYP4A22	appris_principal__2	CYP4A22-203
PDZK1IP1	appris_principal__1	PDZK1IP1-201
PDZK1IP1	appris_principal__1	PDZK1IP1-202
TAL1	appris_principal__1	TAL1-202
TAL1	appris_principal__1	TAL1-201
STIL	appris_principal__3	STIL-202
CMPK1	appris_principal__1	CMPK1-203
FOXE3	appris_principal__1	FOXE3-201
FOXD2	appris_principal__1	FOXD2-201
TRABD2B	appris_principal__1	TRABD2B-202
SLC5A9	appris_principal__1	SLC5A9-203
SPATA6	appris_principal__3	SPATA6-203
AGBL4	appris_principal__1	AGBL4-204
BEND5	appris_principal__1	BEND5-201
ELAVL4	appris_principal__3	ELAVL4-204
DMRTA2	appris_principal__1	DMRTA2-202
DMRTA2	appris_principal__1	DMRTA2-201
FAF1	appris_principal__1	FAF1-202
CDKN2C	appris_principal__1	CDKN2C-201
CDKN2C	appris_principal__1	CDKN2C-203
CDKN2C	appris_principal__1	CDKN2C-202
C1orf185	appris_principal__1	C1orf185-201
RNF11	appris_principal__1	RNF11-201
TTC39A	appris_principal__4	TTC39A-208
EPS15	appris_principal__2	EPS15-203
OSBPL9	appris_principal__3	OSBPL9-203
NRDC	appris_principal__3	NRDC-202
RAB3B	appris_principal__1	RAB3B-201
TXNDC12	appris_principal__1	TXNDC12-201
AL445685.3	appris_principal__1	AL445685.3-201
KTI12	appris_principal__1	KTI12-201
BTF3L4	appris_principal__1	BTF3L4-201
ZFYVE9	appris_principal__1	ZFYVE9-201
ZFYVE9	appris_principal__1	ZFYVE9-204
CC2D1B	appris_principal__3	CC2D1B-202
ORC1	appris_principal__1	ORC1-202
ORC1	appris_principal__1	ORC1-201
PRPF38A	appris_principal__1	PRPF38A-201
TUT4	appris_principal__4	TUT4-201
GPX7	appris_principal__1	GPX7-201
SHISAL2A	appris_principal__1	SHISAL2A-204
COA7	appris_principal__1	COA7-201
ZYG11B	appris_principal__1	ZYG11B-201
ZYG11A	appris_principal__3	ZYG11A-201
ECHDC2	appris_principal__1	ECHDC2-203
SCP2	appris_principal__1	SCP2-203
PODN	appris_principal__3	PODN-203
SLC1A7	appris_principal__1	SLC1A7-202
CPT2	appris_principal__1	CPT2-201
CZIB	appris_principal__1	CZIB-201
MAGOH	appris_principal__1	MAGOH-202
LRP8	appris_principal__3	LRP8-201
DMRTB1	appris_principal__1	DMRTB1-201
GLIS1	appris_principal__2	GLIS1-201
NDC1	appris_principal__1	NDC1-201
YIPF1	appris_principal__1	YIPF1-201
DIO1	appris_principal__2	DIO1-202
HSPB11	appris_principal__1	HSPB11-201
LRRC42	appris_principal__1	LRRC42-203
LRRC42	appris_principal__1	LRRC42-201
LDLRAD1	appris_principal__3	LDLRAD1-201
TMEM59	appris_principal__1	TMEM59-201
TCEANC2	appris_principal__1	TCEANC2-201
AL357673.1	appris_principal__5	AL357673.1-201
CDCP2	appris_principal__1	CDCP2-202
CYB5RL	appris_principal__1	CYB5RL-209
MRPL37	appris_principal__1	MRPL37-202
SSBP3	appris_principal__1	SSBP3-204
ACOT11	appris_principal__1	ACOT11-201
FAM151A	appris_principal__1	FAM151A-201
MROH7	appris_principal__2	MROH7-206
MROH7-TTC4	appris_principal__5	MROH7-TTC4-201
TTC4	appris_principal__1	TTC4-201
PARS2	appris_principal__1	PARS2-201
TTC22	appris_principal__3	TTC22-201
LEXM	appris_principal__3	LEXM-201
DHCR24	appris_principal__1	DHCR24-201
DHCR24	appris_principal__1	DHCR24-202
TMEM61	appris_principal__1	TMEM61-201
BSND	appris_principal__1	BSND-201
PCSK9	appris_principal__1	PCSK9-201
USP24	appris_principal__1	USP24-201
AC119674.2	appris_principal__5	AC119674.2-203
PLPP3	appris_principal__1	PLPP3-201
PRKAA2	appris_principal__2	PRKAA2-201
FYB2	appris_principal__1	FYB2-201
C8A	appris_principal__1	C8A-201
C8B	appris_principal__3	C8B-201
DAB1	appris_principal__2	DAB1-205
DAB1	appris_principal__2	DAB1-206
OMA1	appris_principal__1	OMA1-201
TACSTD2	appris_principal__1	TACSTD2-201
MYSM1	appris_principal__2	MYSM1-202
JUN	appris_principal__1	JUN-201
FGGY	appris_principal__1	FGGY-201
HOOK1	appris_principal__1	HOOK1-201
CYP2J2	appris_principal__1	CYP2J2-201
C1orf87	appris_principal__2	C1orf87-201
NFIA	appris_principal__1	NFIA-207
TM2D1	appris_principal__2	TM2D1-212
PATJ	appris_principal__1	PATJ-217
L1TD1	appris_principal__1	L1TD1-201
KANK4	appris_principal__1	KANK4-204
USP1	appris_principal__1	USP1-202
USP1	appris_principal__1	USP1-201
DOCK7	appris_principal__3	DOCK7-202
ANGPTL3	appris_principal__1	ANGPTL3-201
ATG4C	appris_principal__1	ATG4C-201
ATG4C	appris_principal__1	ATG4C-203
FOXD3	appris_principal__1	FOXD3-201
ALG6	appris_principal__1	ALG6-201
ITGB3BP	appris_principal__3	ITGB3BP-201
EFCAB7	appris_principal__1	EFCAB7-201
PGM1	appris_principal__3	PGM1-202
ROR1	appris_principal__1	ROR1-201
UBE2U	appris_principal__2	UBE2U-201
CACHD1	appris_principal__2	CACHD1-201
RAVER2	appris_principal__2	RAVER2-202
JAK1	appris_principal__1	JAK1-201
JAK1	appris_principal__1	JAK1-211
JAK1	appris_principal__1	JAK1-212
JAK1	appris_principal__1	JAK1-208
JAK1	appris_principal__1	JAK1-210
JAK1	appris_principal__1	JAK1-207
AK4	appris_principal__1	AK4-207
AK4	appris_principal__1	AK4-202
AK4	appris_principal__1	AK4-201
DNAJC6	appris_principal__3	DNAJC6-203
LEPROT	appris_principal__1	LEPROT-201
LEPR	appris_principal__3	LEPR-202
PDE4B	appris_principal__3	PDE4B-201
PDE4B	appris_principal__3	PDE4B-202
SGIP1	appris_principal__3	SGIP1-203
TCTEX1D1	appris_principal__1	TCTEX1D1-201
INSL5	appris_principal__1	INSL5-201
WDR78	appris_principal__1	WDR78-203
MIER1	appris_principal__4	MIER1-201
SLC35D1	appris_principal__1	SLC35D1-201
C1orf141	appris_principal__1	C1orf141-203
C1orf141	appris_principal__1	C1orf141-202
IL23R	appris_principal__1	IL23R-201
IL12RB2	appris_principal__3	IL12RB2-201
IL12RB2	appris_principal__3	IL12RB2-208
IL12RB2	appris_principal__3	IL12RB2-207
SERBP1	appris_principal__3	SERBP1-203
GADD45A	appris_principal__1	GADD45A-202
GNG12	appris_principal__1	GNG12-201
DIRAS3	appris_principal__1	DIRAS3-201
DIRAS3	appris_principal__1	DIRAS3-202
WLS	appris_principal__1	WLS-201
RPE65	appris_principal__1	RPE65-201
DEPDC1	appris_principal__1	DEPDC1-201
LRRC7	appris_principal__2	LRRC7-201
LRRC40	appris_principal__1	LRRC40-201
SRSF11	appris_principal__3	SRSF11-202
ANKRD13C	appris_principal__1	ANKRD13C-202
HHLA3	appris_principal__3	HHLA3-202
CTH	appris_principal__1	CTH-202
PTGER3	appris_principal__4	PTGER3-204
ZRANB2	appris_principal__4	ZRANB2-202
NEGR1	appris_principal__1	NEGR1-202
LRRIQ3	appris_principal__2	LRRIQ3-204
LRRIQ3	appris_principal__2	LRRIQ3-201
FPGT	appris_principal__1	FPGT-202
FPGT-TNNI3K	appris_principal__1	FPGT-TNNI3K-206
TNNI3K	appris_principal__1	TNNI3K-201
LRRC53	appris_principal__1	LRRC53-201
ERICH3	appris_principal__2	ERICH3-201
CRYZ	appris_principal__1	CRYZ-201
CRYZ	appris_principal__1	CRYZ-205
TYW3	appris_principal__1	TYW3-201
LHX8	appris_principal__1	LHX8-202
SLC44A5	appris_principal__3	SLC44A5-201
ACADM	appris_principal__3	ACADM-202
RABGGTB	appris_principal__1	RABGGTB-201
MSH4	appris_principal__1	MSH4-201
ASB17	appris_principal__1	ASB17-201
ST6GALNAC3	appris_principal__1	ST6GALNAC3-201
ST6GALNAC5	appris_principal__1	ST6GALNAC5-202
PIGK	appris_principal__2	PIGK-202
AK5	appris_principal__1	AK5-203
ZZZ3	appris_principal__1	ZZZ3-202
USP33	appris_principal__1	USP33-204
MIGA1	appris_principal__2	MIGA1-207
NEXN	appris_principal__3	NEXN-202
FUBP1	appris_principal__2	FUBP1-203
DNAJB4	appris_principal__1	DNAJB4-201
GIPC2	appris_principal__1	GIPC2-201
PTGFR	appris_principal__1	PTGFR-203
PTGFR	appris_principal__1	PTGFR-202
IFI44L	appris_principal__1	IFI44L-201
IFI44	appris_principal__1	IFI44-201
ADGRL4	appris_principal__2	ADGRL4-201
ADGRL2	appris_principal__5	ADGRL2-210
ADGRL2	appris_principal__5	ADGRL2-205
TTLL7	appris_principal__1	TTLL7-201
PRKACB	appris_principal__4	PRKACB-204
SAMD13	appris_principal__1	SAMD13-206
SAMD13	appris_principal__1	SAMD13-202
SAMD13	appris_principal__1	SAMD13-201
SAMD13	appris_principal__1	SAMD13-203
DNASE2B	appris_principal__1	DNASE2B-202
RPF1	appris_principal__1	RPF1-201
GNG5	appris_principal__1	GNG5-202
GNG5	appris_principal__1	GNG5-201
SPATA1	appris_principal__1	SPATA1-206
CTBS	appris_principal__1	CTBS-202
SSX2IP	appris_principal__1	SSX2IP-201
LPAR3	appris_principal__1	LPAR3-202
LPAR3	appris_principal__1	LPAR3-201
MCOLN2	appris_principal__1	MCOLN2-201
WDR63	appris_principal__3	WDR63-201
MCOLN3	appris_principal__1	MCOLN3-203
SYDE2	appris_principal__1	SYDE2-202
C1orf52	appris_principal__1	C1orf52-203
BCL10	appris_principal__1	BCL10-202
DDAH1	appris_principal__1	DDAH1-201
CCN1	appris_principal__1	CCN1-201
ZNHIT6	appris_principal__3	ZNHIT6-201
COL24A1	appris_principal__1	COL24A1-201
ODF2L	appris_principal__3	ODF2L-201
CLCA2	appris_principal__1	CLCA2-201
CLCA1	appris_principal__1	CLCA1-201
CLCA1	appris_principal__1	CLCA1-202
CLCA4	appris_principal__1	CLCA4-201
SH3GLB1	appris_principal__1	SH3GLB1-201
SELENOF	appris_principal__2	SELENOF-201
HS2ST1	appris_principal__1	HS2ST1-201
AC093155.3	appris_principal__1	AC093155.3-201
LMO4	appris_principal__1	LMO4-202
LMO4	appris_principal__1	LMO4-201
PKN2	appris_principal__1	PKN2-203
GTF2B	appris_principal__1	GTF2B-201
KYAT3	appris_principal__1	KYAT3-201
RBMXL1	appris_principal__1	RBMXL1-204
RBMXL1	appris_principal__1	RBMXL1-201
RBMXL1	appris_principal__1	RBMXL1-202
GBP3	appris_principal__1	GBP3-202
GBP1	appris_principal__1	GBP1-201
GBP2	appris_principal__1	GBP2-201
GBP7	appris_principal__1	GBP7-201
GBP4	appris_principal__1	GBP4-201
GBP5	appris_principal__1	GBP5-201
GBP6	appris_principal__1	GBP6-201
LRRC8B	appris_principal__1	LRRC8B-205
LRRC8B	appris_principal__1	LRRC8B-204
LRRC8B	appris_principal__1	LRRC8B-201
AC099569.1	appris_principal__1	AC099569.1-201
LRRC8C	appris_principal__1	LRRC8C-201
AC093423.3	appris_principal__1	AC093423.3-201
LRRC8D	appris_principal__1	LRRC8D-201
LRRC8D	appris_principal__1	LRRC8D-202
ZNF326	appris_principal__3	ZNF326-201
BARHL2	appris_principal__1	BARHL2-201
ZNF644	appris_principal__1	ZNF644-204
ZNF644	appris_principal__1	ZNF644-201
HFM1	appris_principal__1	HFM1-201
CDC7	appris_principal__1	CDC7-201
CDC7	appris_principal__1	CDC7-203
TGFBR3	appris_principal__3	TGFBR3-201
TGFBR3	appris_principal__3	TGFBR3-207
BRDT	appris_principal__3	BRDT-202
BRDT	appris_principal__3	BRDT-206
EPHX4	appris_principal__1	EPHX4-201
SETSIP	appris_principal__2	SETSIP-202
BTBD8	appris_principal__1	BTBD8-205
C1orf146	appris_principal__1	C1orf146-202
GLMN	appris_principal__1	GLMN-201
RPAP2	appris_principal__1	RPAP2-203
GFI1	appris_principal__1	GFI1-201
GFI1	appris_principal__1	GFI1-202
GFI1	appris_principal__1	GFI1-203
EVI5	appris_principal__3	EVI5-201
RPL5	appris_principal__1	RPL5-202
DIPK1A	appris_principal__1	DIPK1A-201
MTF2	appris_principal__1	MTF2-201
TMED5	appris_principal__1	TMED5-202
CCDC18	appris_principal__3	CCDC18-203
DR1	appris_principal__1	DR1-202
DR1	appris_principal__1	DR1-201
FNBP1L	appris_principal__4	FNBP1L-202
BCAR3	appris_principal__3	BCAR3-201
BCAR3	appris_principal__3	BCAR3-203
BCAR3	appris_principal__3	BCAR3-202
DNTTIP2	appris_principal__1	DNTTIP2-202
GCLM	appris_principal__1	GCLM-201
ABCA4	appris_principal__1	ABCA4-201
ARHGAP29	appris_principal__1	ARHGAP29-201
ABCD3	appris_principal__2	ABCD3-202
F3	appris_principal__1	F3-201
SLC44A3	appris_principal__3	SLC44A3-204
CNN3	appris_principal__1	CNN3-201
ALG14	appris_principal__1	ALG14-201
TLCD4	appris_principal__1	TLCD4-201
TLCD4-RWDD3	appris_principal__1	TLCD4-RWDD3-202
RWDD3	appris_principal__1	RWDD3-202
PTBP2	appris_principal__3	PTBP2-213
DPYD	appris_principal__1	DPYD-202
SNX7	appris_principal__1	SNX7-201
PLPPR5	appris_principal__4	PLPPR5-201
PLPPR4	appris_principal__1	PLPPR4-202
PALMD	appris_principal__2	PALMD-201
FRRS1	appris_principal__1	FRRS1-205
AGL	appris_principal__1	AGL-203
AGL	appris_principal__1	AGL-206
AGL	appris_principal__1	AGL-205
AGL	appris_principal__1	AGL-201
SLC35A3	appris_principal__1	SLC35A3-204
SLC35A3	appris_principal__1	SLC35A3-207
SLC35A3	appris_principal__1	SLC35A3-205
AC118553.2	appris_principal__1	AC118553.2-203
MFSD14A	appris_principal__1	MFSD14A-201
SASS6	appris_principal__1	SASS6-201
TRMT13	appris_principal__1	TRMT13-202
LRRC39	appris_principal__1	LRRC39-202
LRRC39	appris_principal__1	LRRC39-201
DBT	appris_principal__1	DBT-202
RTCA	appris_principal__1	RTCA-203
CDC14A	appris_principal__4	CDC14A-202
GPR88	appris_principal__1	GPR88-201
VCAM1	appris_principal__1	VCAM1-201
EXTL2	appris_principal__1	EXTL2-201
EXTL2	appris_principal__1	EXTL2-202
SLC30A7	appris_principal__1	SLC30A7-203
SLC30A7	appris_principal__1	SLC30A7-201
DPH5	appris_principal__4	DPH5-203
DPH5	appris_principal__4	DPH5-211
S1PR1	appris_principal__1	S1PR1-201
S1PR1	appris_principal__1	S1PR1-206
S1PR1	appris_principal__1	S1PR1-202
S1PR1	appris_principal__1	S1PR1-205
OLFM3	appris_principal__3	OLFM3-202
COL11A1	appris_principal__2	COL11A1-203
RNPC3	appris_principal__2	RNPC3-208
RNPC3	appris_principal__2	RNPC3-201
AMY2B	appris_principal__1	AMY2B-201
AMY2B	appris_principal__1	AMY2B-208
AMY2A	appris_principal__1	AMY2A-204
AMY2A	appris_principal__1	AMY2A-201
AMY1A	appris_principal__1	AMY1A-201
AMY1B	appris_principal__1	AMY1B-202
AMY1B	appris_principal__1	AMY1B-201
AMY1C	appris_principal__1	AMY1C-201
